Mapping parameters for Caretta caretta (loggerhead turtle)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."


Map data (HSPEC) for predicted occurrences (n = 13089): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Caretta,caretta,9.25,167.25,1016:497:1,0.42
Caretta,caretta,9.25,167.75,1016:497:2,0.42
Caretta,caretta,9.25,169.75,1016:499:2,0.42
Caretta,caretta,9.75,169.25,1016:499:3,0.43
Caretta,caretta,9.75,169.75,1016:499:4,0.44
Caretta,caretta,0.75,172.75,1017:102:4,0.41
Caretta,caretta,0.25,173.25,1017:103:1,0.41
Caretta,caretta,0.25,173.75,1017:103:2,0.41
Caretta,caretta,0.75,173.25,1017:103:3,0.41
Caretta,caretta,0.75,173.75,1017:103:4,0.41
Caretta,caretta,1.25,172.75,1017:112:2,0.41
Caretta,caretta,1.75,172.75,1017:112:4,0.40
Caretta,caretta,1.25,173.25,1017:113:1,0.40
Caretta,caretta,1.75,173.25,1017:113:3,0.40
Caretta,caretta,7.25,171.25,1017:371:1,0.40
Caretta,caretta,7.25,171.75,1017:371:2,0.41
Caretta,caretta,8.75,170.75,1017:380:4,0.43
Caretta,caretta,8.25,171.25,1017:381:1,0.42
Caretta,caretta,8.75,171.25,1017:381:3,0.43
Caretta,caretta,9.25,170.25,1017:390:1,0.43
Caretta,caretta,9.75,170.25,1017:390:3,0.44
Caretta,caretta,10.25,44.25,1104:104:1,0.41
Caretta,caretta,10.25,44.75,1104:104:2,0.42
Caretta,caretta,11.75,43.75,1104:113:4,0.40
Caretta,caretta,12.75,43.25,1104:123:3,0.40
Caretta,caretta,12.75,43.75,1104:123:4,0.40
Caretta,caretta,12.25,44.25,1104:124:1,0.42
Caretta,caretta,12.75,44.25,1104:124:3,0.41
Caretta,caretta,12.75,44.75,1104:124:4,0.41
Caretta,caretta,13.25,42.75,1104:132:2,0.41
Caretta,caretta,13.25,43.25,1104:133:1,0.40
Caretta,caretta,10.25,45.25,1104:205:1,0.43
Caretta,caretta,10.75,45.25,1104:205:3,0.41
Caretta,caretta,10.75,45.75,1104:205:4,0.43
Caretta,caretta,10.75,46.25,1104:206:3,0.44
Caretta,caretta,10.75,46.75,1104:206:4,0.45
Caretta,caretta,10.75,47.25,1104:207:3,0.46
Caretta,caretta,11.25,47.25,1104:217:1,0.44
Caretta,caretta,11.25,47.75,1104:217:2,0.42
Caretta,caretta,11.25,48.25,1104:218:1,0.42
Caretta,caretta,11.25,48.75,1104:218:2,0.44
Caretta,caretta,11.25,49.25,1104:219:1,0.46
Caretta,caretta,11.25,49.75,1104:219:2,0.48
Caretta,caretta,11.75,49.75,1104:219:4,0.42
Caretta,caretta,12.75,45.25,1104:225:3,0.42
Caretta,caretta,13.25,45.25,1104:235:1,0.42
Caretta,caretta,13.25,45.75,1104:235:2,0.43
Caretta,caretta,13.25,46.25,1104:236:1,0.44
Caretta,caretta,13.25,46.75,1104:236:2,0.44
Caretta,caretta,13.75,46.75,1104:236:4,0.42
Caretta,caretta,13.75,47.25,1104:237:3,0.42
Caretta,caretta,13.75,47.75,1104:237:4,0.43
Caretta,caretta,13.75,48.25,1104:238:3,0.43
Caretta,caretta,13.75,48.75,1104:238:4,0.41
Caretta,caretta,14.25,47.75,1104:247:2,0.43
Caretta,caretta,14.25,48.25,1104:248:1,0.44
Caretta,caretta,14.25,48.75,1104:248:2,0.45
Caretta,caretta,14.25,49.25,1104:249:1,0.46
Caretta,caretta,14.75,49.25,1104:249:3,0.46
Caretta,caretta,14.75,49.75,1104:249:4,0.47
Caretta,caretta,10.25,51.75,1105:101:2,0.58
Caretta,caretta,10.75,51.75,1105:101:4,0.56
Caretta,caretta,11.75,50.25,1105:110:3,0.43
Caretta,caretta,11.75,50.75,1105:110:4,0.51
Caretta,caretta,11.25,51.75,1105:111:2,0.44
Caretta,caretta,11.75,51.25,1105:111:3,0.59
Caretta,caretta,11.75,51.75,1105:111:4,0.56
Caretta,caretta,11.75,53.75,1105:113:4,0.58
Caretta,caretta,12.25,50.75,1105:120:2,0.46
Caretta,caretta,12.25,51.25,1105:121:1,0.47
Caretta,caretta,12.25,54.75,1105:124:2,0.58
Caretta,caretta,14.75,50.25,1105:140:3,0.47
Caretta,caretta,15.25,50.25,1105:350:1,0.50
Caretta,caretta,15.25,50.75,1105:350:2,0.52
Caretta,caretta,15.25,51.25,1105:351:1,0.53
Caretta,caretta,15.25,51.75,1105:351:2,0.56
Caretta,caretta,15.75,51.75,1105:351:4,0.57
Caretta,caretta,15.25,52.25,1105:352:1,0.59
Caretta,caretta,16.75,53.25,1105:363:3,0.59
Caretta,caretta,16.75,53.75,1105:363:4,0.59
Caretta,caretta,18.25,56.25,1105:486:1,0.58
Caretta,caretta,19.25,69.75,1106:499:2,0.48
Caretta,caretta,19.75,69.75,1106:499:4,0.50
Caretta,caretta,11.25,74.75,1107:114:2,0.40
Caretta,caretta,11.75,74.75,1107:114:4,0.41
Caretta,caretta,12.25,74.75,1107:124:2,0.42
Caretta,caretta,12.75,74.75,1107:124:4,0.42
Caretta,caretta,13.25,74.25,1107:134:1,0.41
Caretta,caretta,13.25,74.75,1107:134:2,0.42
Caretta,caretta,13.75,74.25,1107:134:3,0.42
Caretta,caretta,13.75,74.75,1107:134:4,0.41
Caretta,caretta,14.25,73.75,1107:143:2,0.41
Caretta,caretta,14.75,73.25,1107:143:3,0.40
Caretta,caretta,14.75,73.75,1107:143:4,0.42
Caretta,caretta,14.25,74.25,1107:144:1,0.41
Caretta,caretta,14.25,74.75,1107:144:2,0.41
Caretta,caretta,14.75,74.25,1107:144:3,0.40
Caretta,caretta,10.25,75.75,1107:205:2,0.42
Caretta,caretta,10.75,75.25,1107:205:3,0.42
Caretta,caretta,10.75,75.75,1107:205:4,0.42
Caretta,caretta,10.25,76.25,1107:206:1,0.42
Caretta,caretta,10.75,76.25,1107:206:3,0.42
Caretta,caretta,11.25,75.25,1107:215:1,0.43
Caretta,caretta,11.75,75.25,1107:215:3,0.43
Caretta,caretta,11.25,79.75,1107:219:2,0.40
Caretta,caretta,11.75,79.75,1107:219:4,0.42
Caretta,caretta,12.25,75.25,1107:225:1,0.43
Caretta,caretta,12.25,79.75,1107:229:2,0.42
Caretta,caretta,15.25,73.25,1107:353:1,0.41
Caretta,caretta,15.25,73.75,1107:353:2,0.41
Caretta,caretta,15.75,73.25,1107:353:3,0.43
Caretta,caretta,15.75,73.75,1107:353:4,0.43
Caretta,caretta,15.25,74.25,1107:354:1,0.41
Caretta,caretta,16.25,72.75,1107:362:2,0.42
Caretta,caretta,16.75,72.25,1107:362:3,0.42
Caretta,caretta,16.75,72.75,1107:362:4,0.43
Caretta,caretta,16.25,73.25,1107:363:1,0.44
Caretta,caretta,16.75,73.25,1107:363:3,0.46
Caretta,caretta,17.75,70.75,1107:370:4,0.45
Caretta,caretta,17.25,71.75,1107:371:2,0.42
Caretta,caretta,17.75,71.25,1107:371:3,0.44
Caretta,caretta,17.75,71.75,1107:371:4,0.44
Caretta,caretta,17.25,72.25,1107:372:1,0.43
Caretta,caretta,17.25,72.75,1107:372:2,0.45
Caretta,caretta,17.75,72.25,1107:372:3,0.44
Caretta,caretta,17.75,72.75,1107:372:4,0.47
Caretta,caretta,17.25,73.25,1107:373:1,0.47
Caretta,caretta,17.75,73.25,1107:373:3,0.48
Caretta,caretta,18.25,70.75,1107:380:2,0.46
Caretta,caretta,18.75,70.25,1107:380:3,0.41
Caretta,caretta,18.75,70.75,1107:380:4,0.47
Caretta,caretta,18.25,71.25,1107:381:1,0.46
Caretta,caretta,18.25,71.75,1107:381:2,0.45
Caretta,caretta,18.75,71.25,1107:381:3,0.47
Caretta,caretta,18.75,71.75,1107:381:4,0.47
Caretta,caretta,18.25,72.25,1107:382:1,0.46
Caretta,caretta,18.25,72.75,1107:382:2,0.49
Caretta,caretta,18.75,72.25,1107:382:3,0.48
Caretta,caretta,18.75,72.75,1107:382:4,0.51
Caretta,caretta,18.25,73.25,1107:383:1,0.50
Caretta,caretta,19.25,70.25,1107:390:1,0.49
Caretta,caretta,19.25,70.75,1107:390:2,0.49
Caretta,caretta,19.75,70.25,1107:390:3,0.51
Caretta,caretta,19.75,70.75,1107:390:4,0.51
Caretta,caretta,19.25,71.25,1107:391:1,0.49
Caretta,caretta,19.25,71.75,1107:391:2,0.49
Caretta,caretta,19.75,71.25,1107:391:3,0.51
Caretta,caretta,19.75,71.75,1107:391:4,0.52
Caretta,caretta,19.25,72.25,1107:392:1,0.51
Caretta,caretta,19.25,72.75,1107:392:2,0.53
Caretta,caretta,19.75,72.25,1107:392:3,0.54
Caretta,caretta,19.75,72.75,1107:392:4,0.55
Caretta,caretta,10.25,80.25,1108:100:1,0.41
Caretta,caretta,10.75,80.25,1108:100:3,0.40
Caretta,caretta,11.25,80.25,1108:110:1,0.40
Caretta,caretta,11.75,80.25,1108:110:3,0.40
Caretta,caretta,12.25,80.25,1108:120:1,0.41
Caretta,caretta,12.75,80.25,1108:120:3,0.42
Caretta,caretta,13.25,80.25,1108:130:1,0.42
Caretta,caretta,13.25,80.75,1108:130:2,0.40
Caretta,caretta,13.75,80.25,1108:130:3,0.42
Caretta,caretta,13.75,80.75,1108:130:4,0.40
Caretta,caretta,14.25,80.25,1108:140:1,0.42
Caretta,caretta,14.75,80.25,1108:140:3,0.42
Caretta,caretta,15.25,80.25,1108:350:1,0.41
Caretta,caretta,15.25,80.75,1108:350:2,0.40
Caretta,caretta,16.75,82.75,1108:362:4,0.40
Caretta,caretta,17.25,82.25,1108:372:1,0.41
Caretta,caretta,17.25,82.75,1108:372:2,0.42
Caretta,caretta,17.25,83.25,1108:373:1,0.42
Caretta,caretta,17.25,83.75,1108:373:2,0.41
Caretta,caretta,17.75,83.25,1108:373:3,0.43
Caretta,caretta,17.75,83.75,1108:373:4,0.42
Caretta,caretta,17.75,84.25,1108:374:3,0.41
Caretta,caretta,18.25,83.75,1108:383:2,0.43
Caretta,caretta,18.25,84.25,1108:384:1,0.43
Caretta,caretta,18.75,84.25,1108:384:3,0.44
Caretta,caretta,18.75,84.75,1108:384:4,0.43
Caretta,caretta,19.25,84.75,1108:394:2,0.43
Caretta,caretta,19.25,85.25,1108:495:1,0.43
Caretta,caretta,19.75,85.25,1108:495:3,0.43
Caretta,caretta,19.75,85.75,1108:495:4,0.43
Caretta,caretta,19.75,86.25,1108:496:3,0.41
Caretta,caretta,19.75,86.75,1108:496:4,0.41
Caretta,caretta,14.25,93.25,1109:143:1,0.40
Caretta,caretta,17.25,94.25,1109:374:1,0.41
Caretta,caretta,17.75,94.25,1109:374:3,0.42
Caretta,caretta,16.75,94.25,1109:364:3,0.40
Caretta,caretta,18.25,93.75,1109:383:2,0.42
Caretta,caretta,18.75,93.25,1109:383:3,0.42
Caretta,caretta,18.75,93.75,1109:383:4,0.42
Caretta,caretta,18.25,94.25,1109:384:1,0.41
Caretta,caretta,18.75,94.25,1109:384:3,0.41
Caretta,caretta,19.25,92.75,1109:392:2,0.42
Caretta,caretta,19.75,92.25,1109:392:3,0.42
Caretta,caretta,19.75,92.75,1109:392:4,0.42
Caretta,caretta,19.25,93.25,1109:393:1,0.42
Caretta,caretta,19.25,93.75,1109:393:2,0.43
Caretta,caretta,19.75,93.25,1109:393:3,0.42
Caretta,caretta,19.75,93.75,1109:393:4,0.43
Caretta,caretta,19.25,94.25,1109:394:1,0.42
Caretta,caretta,10.25,107.75,1110:207:2,0.45
Caretta,caretta,10.75,107.75,1110:207:4,0.45
Caretta,caretta,10.25,108.25,1110:208:1,0.48
Caretta,caretta,10.25,108.75,1110:208:2,0.49
Caretta,caretta,10.75,108.25,1110:208:3,0.51
Caretta,caretta,10.75,108.75,1110:208:4,0.52
Caretta,caretta,10.25,109.25,1110:209:1,0.47
Caretta,caretta,10.25,109.75,1110:209:2,0.45
Caretta,caretta,10.75,109.25,1110:209:3,0.50
Caretta,caretta,11.25,108.25,1110:218:1,0.50
Caretta,caretta,11.25,108.75,1110:218:2,0.57
Caretta,caretta,11.25,109.25,1110:219:1,0.55
Caretta,caretta,11.25,109.75,1110:219:2,0.49
Caretta,caretta,11.75,109.25,1110:219:3,0.58
Caretta,caretta,11.75,109.75,1110:219:4,0.51
Caretta,caretta,12.25,109.25,1110:229:1,0.58
Caretta,caretta,12.25,109.75,1110:229:2,0.52
Caretta,caretta,12.75,109.25,1110:229:3,0.57
Caretta,caretta,12.75,109.75,1110:229:4,0.53
Caretta,caretta,13.25,109.25,1110:239:1,0.59
Caretta,caretta,13.25,109.75,1110:239:2,0.53
Caretta,caretta,15.25,109.25,1110:459:1,0.58
Caretta,caretta,15.75,109.25,1110:459:3,0.56
Caretta,caretta,10.25,113.75,1111:103:2,0.40
Caretta,caretta,10.25,114.25,1111:104:1,0.40
Caretta,caretta,10.75,114.25,1111:104:3,0.40
Caretta,caretta,11.25,114.25,1111:114:1,0.40
Caretta,caretta,16.75,108.75,1110:468:4,0.54
Caretta,caretta,16.25,109.25,1110:469:1,0.55
Caretta,caretta,16.75,109.25,1110:469:3,0.56
Caretta,caretta,16.75,109.75,1110:469:4,0.54
Caretta,caretta,17.25,107.75,1110:477:2,0.45
Caretta,caretta,17.75,107.25,1110:477:3,0.44
Caretta,caretta,17.75,107.75,1110:477:4,0.41
Caretta,caretta,17.25,108.25,1110:478:1,0.49
Caretta,caretta,17.25,108.75,1110:478:2,0.58
Caretta,caretta,17.75,108.25,1110:478:3,0.57
Caretta,caretta,17.75,108.75,1110:478:4,0.58
Caretta,caretta,17.25,109.25,1110:479:1,0.57
Caretta,caretta,17.25,109.75,1110:479:2,0.56
Caretta,caretta,17.75,109.25,1110:479:3,0.59
Caretta,caretta,17.75,109.75,1110:479:4,0.59
Caretta,caretta,18.25,107.75,1110:487:2,0.51
Caretta,caretta,18.75,107.75,1110:487:4,0.40
Caretta,caretta,18.25,108.25,1110:488:1,0.57
Caretta,caretta,19.25,108.25,1110:498:1,0.55
Caretta,caretta,11.25,114.75,1111:114:2,0.40
Caretta,caretta,11.75,114.75,1111:114:4,0.40
Caretta,caretta,11.25,119.75,1111:219:2,0.40
Caretta,caretta,15.75,111.25,1111:351:3,0.49
Caretta,caretta,15.75,113.75,1111:353:4,0.47
Caretta,caretta,15.75,114.25,1111:354:3,0.47
Caretta,caretta,16.25,111.75,1111:361:2,0.50
Caretta,caretta,16.75,111.75,1111:361:4,0.52
Caretta,caretta,16.25,112.25,1111:362:1,0.50
Caretta,caretta,16.25,112.75,1111:362:2,0.49
Caretta,caretta,16.75,112.25,1111:362:3,0.52
Caretta,caretta,16.75,112.75,1111:362:4,0.52
Caretta,caretta,16.25,114.25,1111:364:1,0.49
Caretta,caretta,17.25,110.25,1111:370:1,0.55
Caretta,caretta,17.75,110.25,1111:370:3,0.57
Caretta,caretta,17.75,110.75,1111:370:4,0.55
Caretta,caretta,17.25,111.25,1111:371:1,0.54
Caretta,caretta,17.25,111.75,1111:371:2,0.54
Caretta,caretta,17.25,112.25,1111:372:1,0.54
Caretta,caretta,18.25,110.75,1111:380:2,0.59
Caretta,caretta,19.75,112.25,1111:392:3,0.56
Caretta,caretta,19.75,113.25,1111:393:3,0.50
Caretta,caretta,19.75,113.75,1111:393:4,0.45
Caretta,caretta,10.25,122.25,1112:102:1,0.40
Caretta,caretta,10.25,124.75,1112:104:2,0.41
Caretta,caretta,11.25,120.25,1112:110:1,0.41
Caretta,caretta,11.25,120.75,1112:110:2,0.42
Caretta,caretta,11.75,120.25,1112:110:3,0.40
Caretta,caretta,11.75,120.75,1112:110:4,0.41
Caretta,caretta,11.25,121.25,1112:111:1,0.41
Caretta,caretta,11.75,121.25,1112:111:3,0.42
Caretta,caretta,11.75,121.75,1112:111:4,0.41
Caretta,caretta,11.25,122.75,1112:112:2,0.40
Caretta,caretta,11.75,122.25,1112:112:3,0.40
Caretta,caretta,11.75,122.75,1112:112:4,0.40
Caretta,caretta,11.25,123.75,1112:113:2,0.40
Caretta,caretta,11.75,123.25,1112:113:3,0.41
Caretta,caretta,11.75,123.75,1112:113:4,0.42
Caretta,caretta,11.75,124.25,1112:114:3,0.41
Caretta,caretta,12.25,121.25,1112:121:1,0.43
Caretta,caretta,12.25,121.75,1112:121:2,0.43
Caretta,caretta,12.75,121.75,1112:121:4,0.43
Caretta,caretta,12.25,122.25,1112:122:1,0.41
Caretta,caretta,12.25,122.75,1112:122:2,0.40
Caretta,caretta,12.75,122.25,1112:122:3,0.41
Caretta,caretta,12.75,122.75,1112:122:4,0.41
Caretta,caretta,12.25,123.25,1112:123:1,0.41
Caretta,caretta,12.25,123.75,1112:123:2,0.46
Caretta,caretta,12.75,123.25,1112:123:3,0.44
Caretta,caretta,12.75,123.75,1112:123:4,0.48
Caretta,caretta,12.25,124.25,1112:124:1,0.46
Caretta,caretta,12.25,124.75,1112:124:2,0.41
Caretta,caretta,12.75,124.25,1112:124:3,0.47
Caretta,caretta,12.75,124.75,1112:124:4,0.42
Caretta,caretta,13.25,120.75,1112:130:2,0.40
Caretta,caretta,13.75,120.25,1112:130:3,0.41
Caretta,caretta,13.75,120.75,1112:130:4,0.45
Caretta,caretta,13.25,121.25,1112:131:1,0.43
Caretta,caretta,13.25,121.75,1112:131:2,0.42
Caretta,caretta,13.75,121.25,1112:131:3,0.44
Caretta,caretta,13.75,121.75,1112:131:4,0.42
Caretta,caretta,13.25,122.25,1112:132:1,0.41
Caretta,caretta,13.25,122.75,1112:132:2,0.42
Caretta,caretta,13.75,122.25,1112:132:3,0.42
Caretta,caretta,13.75,122.75,1112:132:4,0.42
Caretta,caretta,13.25,123.25,1112:133:1,0.44
Caretta,caretta,13.25,123.75,1112:133:2,0.43
Caretta,caretta,13.75,123.25,1112:133:3,0.42
Caretta,caretta,13.75,123.75,1112:133:4,0.41
Caretta,caretta,13.25,124.25,1112:134:1,0.42
Caretta,caretta,13.75,124.25,1112:134:3,0.40
Caretta,caretta,14.25,120.25,1112:140:1,0.41
Caretta,caretta,14.25,120.75,1112:140:2,0.41
Caretta,caretta,14.25,121.75,1112:141:2,0.42
Caretta,caretta,14.75,121.75,1112:141:4,0.42
Caretta,caretta,14.25,122.25,1112:142:1,0.42
Caretta,caretta,14.25,122.75,1112:142:2,0.42
Caretta,caretta,14.75,122.25,1112:142:3,0.44
Caretta,caretta,14.75,122.75,1112:142:4,0.42
Caretta,caretta,14.25,123.25,1112:143:1,0.41
Caretta,caretta,14.25,123.75,1112:143:2,0.41
Caretta,caretta,14.75,123.25,1112:143:3,0.41
Caretta,caretta,10.25,125.25,1112:205:1,0.43
Caretta,caretta,10.25,125.75,1112:205:2,0.40
Caretta,caretta,10.75,125.25,1112:205:3,0.41
Caretta,caretta,10.75,125.75,1112:205:4,0.40
Caretta,caretta,15.25,121.25,1112:351:1,0.40
Caretta,caretta,15.25,121.75,1112:351:2,0.43
Caretta,caretta,15.75,121.75,1112:351:4,0.43
Caretta,caretta,15.25,122.25,1112:352:1,0.43
Caretta,caretta,16.25,121.75,1112:361:2,0.42
Caretta,caretta,16.25,122.25,1112:362:1,0.41
Caretta,caretta,16.75,122.25,1112:362:3,0.42
Caretta,caretta,16.75,122.75,1112:362:4,0.40
Caretta,caretta,17.25,122.25,1112:372:1,0.43
Caretta,caretta,17.25,122.75,1112:372:2,0.41
Caretta,caretta,17.75,122.25,1112:372:3,0.45
Caretta,caretta,18.25,120.75,1112:380:2,0.44
Caretta,caretta,18.75,120.75,1112:380:4,0.47
Caretta,caretta,18.25,121.75,1112:381:2,0.48
Caretta,caretta,18.75,121.25,1112:381:3,0.52
Caretta,caretta,18.75,121.75,1112:381:4,0.52
Caretta,caretta,18.25,122.25,1112:382:1,0.45
Caretta,caretta,18.75,122.25,1112:382:3,0.46
Caretta,caretta,19.25,121.25,1112:391:1,0.54
Caretta,caretta,19.25,121.75,1112:391:2,0.50
Caretta,caretta,19.75,121.75,1112:391:4,0.47
Caretta,caretta,19.25,122.25,1112:392:1,0.45
Caretta,caretta,19.75,122.25,1112:392:3,0.47
Caretta,caretta,17.75,145.75,1114:475:4,0.41
Caretta,caretta,18.25,145.75,1114:485:2,0.42
Caretta,caretta,18.75,145.75,1114:485:4,0.43
Caretta,caretta,19.75,145.25,1114:495:3,0.46
Caretta,caretta,11.25,162.25,1116:112:1,0.42
Caretta,caretta,11.75,162.25,1116:112:3,0.43
Caretta,caretta,10.25,165.75,1116:205:2,0.42
Caretta,caretta,10.25,166.25,1116:206:1,0.43
Caretta,caretta,10.25,169.25,1116:209:1,0.44
Caretta,caretta,10.25,169.75,1116:209:2,0.45
Caretta,caretta,11.75,165.25,1116:215:3,0.44
Caretta,caretta,11.75,165.75,1116:215:4,0.45
Caretta,caretta,11.25,166.25,1116:216:1,0.44
Caretta,caretta,11.25,166.75,1116:216:2,0.45
Caretta,caretta,11.25,167.25,1116:217:1,0.45
Caretta,caretta,11.25,167.75,1116:217:2,0.45
Caretta,caretta,11.25,169.75,1116:219:2,0.46
Caretta,caretta,12.25,168.75,1116:228:2,0.47
Caretta,caretta,14.75,168.75,1116:248:4,0.48
Caretta,caretta,14.75,169.25,1116:249:3,0.49
Caretta,caretta,19.25,166.75,1116:496:2,0.50
Caretta,caretta,10.25,170.25,1117:100:1,0.45
Caretta,caretta,12.25,170.25,1117:120:1,0.48
Caretta,caretta,20.25,37.25,1203:207:1,0.40
Caretta,caretta,21.75,36.75,1203:216:4,0.40
Caretta,caretta,22.75,35.75,1203:225:4,0.40
Caretta,caretta,27.25,49.75,1204:479:2,0.54
Caretta,caretta,28.25,49.25,1204:489:1,0.45
Caretta,caretta,29.25,49.25,1204:499:1,0.55
Caretta,caretta,23.75,51.25,1205:131:3,0.46
Caretta,caretta,24.75,50.75,1205:140:4,0.53
Caretta,caretta,24.25,51.25,1205:141:1,0.46
Caretta,caretta,24.75,51.25,1205:141:3,0.42
Caretta,caretta,20.75,58.75,1205:208:4,0.59
Caretta,caretta,21.25,59.75,1205:219:2,0.53
Caretta,caretta,22.75,59.25,1205:229:3,0.59
Caretta,caretta,23.75,57.25,1205:237:3,0.40
Caretta,caretta,23.75,57.75,1205:237:4,0.47
Caretta,caretta,23.25,58.75,1205:238:2,0.53
Caretta,caretta,23.75,58.25,1205:238:3,0.46
Caretta,caretta,23.75,58.75,1205:238:4,0.48
Caretta,caretta,23.25,59.25,1205:239:1,0.51
Caretta,caretta,24.25,56.75,1205:246:2,0.41
Caretta,caretta,24.75,56.75,1205:246:4,0.42
Caretta,caretta,24.25,57.25,1205:247:1,0.42
Caretta,caretta,24.25,57.75,1205:247:2,0.44
Caretta,caretta,25.25,50.25,1205:350:1,0.56
Caretta,caretta,25.25,50.75,1205:350:2,0.55
Caretta,caretta,25.75,50.75,1205:350:4,0.57
Caretta,caretta,26.25,50.25,1205:360:1,0.59
Caretta,caretta,26.25,50.75,1205:360:2,0.44
Caretta,caretta,26.75,50.25,1205:360:3,0.44
Caretta,caretta,26.75,54.75,1205:364:4,0.41
Caretta,caretta,29.25,50.75,1205:390:2,0.40
Caretta,caretta,29.75,50.25,1205:390:3,0.47
Caretta,caretta,25.75,56.25,1205:456:3,0.41
Caretta,caretta,25.75,56.75,1205:456:4,0.42
Caretta,caretta,25.75,57.25,1205:457:3,0.48
Caretta,caretta,25.75,57.75,1205:457:4,0.50
Caretta,caretta,25.25,58.25,1205:458:1,0.44
Caretta,caretta,25.25,58.75,1205:458:2,0.51
Caretta,caretta,25.75,58.25,1205:458:3,0.51
Caretta,caretta,25.75,58.75,1205:458:4,0.53
Caretta,caretta,25.25,59.25,1205:459:1,0.53
Caretta,caretta,25.25,59.75,1205:459:2,0.55
Caretta,caretta,26.75,55.25,1205:465:3,0.46
Caretta,caretta,26.75,55.75,1205:465:4,0.48
Caretta,caretta,26.25,56.25,1205:466:1,0.42
Caretta,caretta,26.25,56.75,1205:466:2,0.44
Caretta,caretta,26.75,56.25,1205:466:3,0.47
Caretta,caretta,26.75,56.75,1205:466:4,0.45
Caretta,caretta,26.25,57.25,1205:467:1,0.47
Caretta,caretta,26.75,57.25,1205:467:3,0.48
Caretta,caretta,27.25,55.75,1205:475:2,0.44
Caretta,caretta,27.25,56.25,1205:476:1,0.45
Caretta,caretta,27.25,56.75,1205:476:2,0.49
Caretta,caretta,24.75,61.25,1206:141:3,0.59
Caretta,caretta,24.75,62.75,1206:142:4,0.53
Caretta,caretta,24.75,63.25,1206:143:3,0.54
Caretta,caretta,24.75,64.75,1206:144:4,0.44
Caretta,caretta,20.25,69.75,1206:209:2,0.52
Caretta,caretta,20.75,69.25,1206:209:3,0.52
Caretta,caretta,20.75,69.75,1206:209:4,0.55
Caretta,caretta,21.25,68.75,1206:218:2,0.53
Caretta,caretta,21.75,68.25,1206:218:3,0.55
Caretta,caretta,21.75,68.75,1206:218:4,0.57
Caretta,caretta,21.25,69.25,1206:219:1,0.56
Caretta,caretta,22.25,67.75,1206:227:2,0.55
Caretta,caretta,22.75,67.25,1206:227:3,0.57
Caretta,caretta,22.75,67.75,1206:227:4,0.59
Caretta,caretta,22.25,68.25,1206:228:1,0.58
Caretta,caretta,23.25,66.75,1206:236:2,0.42
Caretta,caretta,23.75,66.75,1206:236:4,0.49
Caretta,caretta,23.25,67.25,1206:237:1,0.59
Caretta,caretta,23.75,67.25,1206:237:3,0.57
Caretta,caretta,24.25,65.75,1206:245:2,0.41
Caretta,caretta,24.25,66.25,1206:246:1,0.55
Caretta,caretta,24.75,66.25,1206:246:3,0.59
Caretta,caretta,24.25,67.25,1206:247:1,0.59
Caretta,caretta,25.25,60.25,1206:350:1,0.57
Caretta,caretta,25.25,60.75,1206:350:2,0.58
Caretta,caretta,20.25,70.25,1207:100:1,0.53
Caretta,caretta,20.25,70.75,1207:100:2,0.55
Caretta,caretta,20.75,70.25,1207:100:3,0.58
Caretta,caretta,20.25,71.25,1207:101:1,0.57
Caretta,caretta,20.25,71.75,1207:101:2,0.57
Caretta,caretta,20.25,72.25,1207:102:1,0.49
Caretta,caretta,20.25,72.75,1207:102:2,0.57
Caretta,caretta,20.75,72.25,1207:102:3,0.57
Caretta,caretta,20.75,72.75,1207:102:4,0.57
Caretta,caretta,21.25,70.25,1207:110:1,0.49
Caretta,caretta,21.25,72.25,1207:112:1,0.57
Caretta,caretta,21.25,72.75,1207:112:2,0.56
Caretta,caretta,21.75,72.25,1207:112:3,0.54
Caretta,caretta,21.75,72.75,1207:112:4,0.55
Caretta,caretta,22.25,72.25,1207:122:1,0.53
Caretta,caretta,22.25,72.75,1207:122:2,0.54
Caretta,caretta,20.25,86.25,1208:206:1,0.41
Caretta,caretta,20.75,86.75,1208:206:4,0.40
Caretta,caretta,20.75,87.75,1208:207:4,0.41
Caretta,caretta,20.25,88.25,1208:208:1,0.42
Caretta,caretta,20.75,88.25,1208:208:3,0.40
Caretta,caretta,20.75,88.75,1208:208:4,0.40
Caretta,caretta,20.75,89.75,1208:209:4,0.41
Caretta,caretta,20.75,90.25,1209:100:3,0.41
Caretta,caretta,20.25,91.25,1209:101:1,0.42
Caretta,caretta,20.25,91.75,1209:101:2,0.40
Caretta,caretta,20.25,92.25,1209:102:1,0.40
Caretta,caretta,20.25,112.25,1211:102:1,0.58
Caretta,caretta,20.25,113.75,1211:103:2,0.53
Caretta,caretta,20.25,114.25,1211:104:1,0.40
