Mapping parameters for Caretta caretta (loggerhead turtle)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."


Map data (HSPEC) for predicted occurrences (n = 13089): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Caretta,caretta,15.75,96.25,1109:456:3,0.34
Caretta,caretta,15.75,96.75,1109:456:4,0.33
Caretta,caretta,15.25,97.25,1109:457:1,0.33
Caretta,caretta,15.25,97.75,1109:457:2,0.32
Caretta,caretta,15.75,97.25,1109:457:3,0.32
Caretta,caretta,15.75,97.75,1109:457:4,0.29
Caretta,caretta,16.25,95.75,1109:465:2,0.28
Caretta,caretta,16.25,96.25,1109:466:1,0.28
Caretta,caretta,16.25,96.75,1109:466:2,0.31
Caretta,caretta,16.75,96.75,1109:466:4,0.26
Caretta,caretta,16.25,97.25,1109:467:1,0.32
Caretta,caretta,16.75,97.25,1109:467:3,0.25
Caretta,caretta,17.25,96.75,1109:476:2,0.29
Caretta,caretta,17.25,97.25,1109:477:1,0.29
Caretta,caretta,10.25,100.25,1110:100:1,0.30
Caretta,caretta,10.25,100.75,1110:100:2,0.30
Caretta,caretta,10.75,100.25,1110:100:3,0.30
Caretta,caretta,10.75,100.75,1110:100:4,0.29
Caretta,caretta,10.25,101.25,1110:101:1,0.27
Caretta,caretta,10.25,101.75,1110:101:2,0.27
Caretta,caretta,10.75,101.25,1110:101:3,0.29
Caretta,caretta,10.75,101.75,1110:101:4,0.28
Caretta,caretta,10.25,102.25,1110:102:1,0.31
Caretta,caretta,10.25,102.75,1110:102:2,0.31
Caretta,caretta,10.75,102.25,1110:102:3,0.31
Caretta,caretta,10.75,102.75,1110:102:4,0.31
Caretta,caretta,10.25,103.25,1110:103:1,0.31
Caretta,caretta,10.25,103.75,1110:103:2,0.31
Caretta,caretta,10.75,103.25,1110:103:3,0.31
Caretta,caretta,10.75,103.75,1110:103:4,0.31
Caretta,caretta,10.25,104.25,1110:104:1,0.32
Caretta,caretta,10.25,104.75,1110:104:2,0.33
Caretta,caretta,10.75,104.25,1110:104:3,0.33
Caretta,caretta,11.25,100.25,1110:110:1,0.25
Caretta,caretta,11.25,100.75,1110:110:2,0.30
Caretta,caretta,11.75,100.25,1110:110:3,0.30
Caretta,caretta,11.75,100.75,1110:110:4,0.31
Caretta,caretta,11.25,101.25,1110:111:1,0.31
Caretta,caretta,11.25,101.75,1110:111:2,0.29
Caretta,caretta,11.75,101.25,1110:111:3,0.31
Caretta,caretta,11.75,101.75,1110:111:4,0.31
Caretta,caretta,11.25,102.25,1110:112:1,0.31
Caretta,caretta,11.25,102.75,1110:112:2,0.30
Caretta,caretta,11.75,102.25,1110:112:3,0.30
Caretta,caretta,11.75,102.75,1110:112:4,0.29
Caretta,caretta,11.25,103.25,1110:113:1,0.30
Caretta,caretta,11.25,103.75,1110:113:2,0.32
Caretta,caretta,11.75,103.25,1110:113:3,0.31
Caretta,caretta,12.25,100.25,1110:120:1,0.30
Caretta,caretta,12.25,100.75,1110:120:2,0.30
Caretta,caretta,12.75,100.25,1110:120:3,0.26
Caretta,caretta,12.75,100.75,1110:120:4,0.26
Caretta,caretta,12.25,101.25,1110:121:1,0.30
Caretta,caretta,12.25,101.75,1110:121:2,0.30
Caretta,caretta,12.75,101.25,1110:121:3,0.23
Caretta,caretta,12.75,101.75,1110:121:4,0.29
Caretta,caretta,12.25,102.25,1110:122:1,0.29
Caretta,caretta,12.25,102.75,1110:122:2,0.31
Caretta,caretta,12.75,102.25,1110:122:3,0.31
Caretta,caretta,13.25,100.25,1110:130:1,0.22
Caretta,caretta,13.25,100.75,1110:130:2,0.22
Caretta,caretta,13.25,101.25,1110:131:1,0.25
Caretta,caretta,10.25,105.25,1110:205:1,0.33
Caretta,caretta,10.25,106.75,1110:206:2,0.26
Caretta,caretta,10.25,107.25,1110:207:1,0.31
Caretta,caretta,13.75,109.75,1110:239:4,0.26
Caretta,caretta,14.75,109.75,1110:249:4,0.31
Caretta,caretta,15.25,109.75,1110:459:2,0.38
Caretta,caretta,15.75,109.75,1110:459:4,0.28
Caretta,caretta,10.25,114.75,1111:104:2,0.39
Caretta,caretta,10.75,114.75,1111:104:4,0.39
Caretta,caretta,18.75,106.75,1110:486:4,0.24
Caretta,caretta,18.25,107.25,1110:487:1,0.32
Caretta,caretta,18.75,107.25,1110:487:3,0.22
Caretta,caretta,19.25,106.75,1110:496:2,0.23
Caretta,caretta,19.75,108.25,1110:498:3,0.25
Caretta,caretta,10.75,115.75,1111:205:4,0.38
Caretta,caretta,10.25,116.75,1111:206:2,0.28
Caretta,caretta,10.75,116.25,1111:206:3,0.38
Caretta,caretta,10.75,116.75,1111:206:4,0.37
Caretta,caretta,10.75,117.25,1111:207:3,0.37
Caretta,caretta,10.25,118.75,1111:208:2,0.38
Caretta,caretta,10.75,118.75,1111:208:4,0.37
Caretta,caretta,10.25,119.25,1111:209:1,0.38
Caretta,caretta,10.25,119.75,1111:209:2,0.37
Caretta,caretta,10.75,119.25,1111:209:3,0.38
Caretta,caretta,10.75,119.75,1111:209:4,0.38
Caretta,caretta,11.25,116.25,1111:216:1,0.38
Caretta,caretta,11.25,116.75,1111:216:2,0.37
Caretta,caretta,11.75,116.25,1111:216:3,0.38
Caretta,caretta,11.75,116.75,1111:216:4,0.37
Caretta,caretta,11.25,117.25,1111:217:1,0.37
Caretta,caretta,11.75,117.25,1111:217:3,0.37
Caretta,caretta,11.25,118.75,1111:218:2,0.20
Caretta,caretta,11.25,119.25,1111:219:1,0.39
Caretta,caretta,11.75,119.25,1111:219:3,0.37
Caretta,caretta,11.75,119.75,1111:219:4,0.39
Caretta,caretta,12.25,117.25,1111:227:1,0.24
Caretta,caretta,12.25,119.75,1111:229:2,0.36
Caretta,caretta,12.75,119.75,1111:229:4,0.34
Caretta,caretta,18.25,111.25,1111:381:1,0.37
Caretta,caretta,18.75,112.25,1111:382:3,0.24
Caretta,caretta,19.25,113.25,1111:393:1,0.25
Caretta,caretta,15.25,117.75,1111:457:2,0.39
Caretta,caretta,15.25,119.75,1111:459:2,0.36
Caretta,caretta,15.75,119.75,1111:459:4,0.37
Caretta,caretta,16.25,119.75,1111:469:2,0.38
Caretta,caretta,10.25,120.25,1112:100:1,0.37
Caretta,caretta,10.75,120.25,1112:100:3,0.39
Caretta,caretta,10.75,120.75,1112:100:4,0.39
Caretta,caretta,10.25,121.75,1112:101:2,0.38
Caretta,caretta,10.75,121.25,1112:101:3,0.39
Caretta,caretta,10.75,121.75,1112:101:4,0.38
Caretta,caretta,10.25,122.75,1112:102:2,0.39
Caretta,caretta,10.75,122.25,1112:102:3,0.39
Caretta,caretta,10.75,122.75,1112:102:4,0.39
Caretta,caretta,10.25,123.25,1112:103:1,0.39
Caretta,caretta,10.25,123.75,1112:103:2,0.38
Caretta,caretta,10.75,123.25,1112:103:3,0.39
Caretta,caretta,10.75,123.75,1112:103:4,0.38
Caretta,caretta,10.25,124.25,1112:104:1,0.39
Caretta,caretta,10.75,124.25,1112:104:3,0.37
Caretta,caretta,10.75,124.75,1112:104:4,0.38
Caretta,caretta,11.25,121.75,1112:111:2,0.39
Caretta,caretta,11.25,122.25,1112:112:1,0.39
Caretta,caretta,11.25,123.25,1112:113:1,0.39
Caretta,caretta,11.25,124.25,1112:114:1,0.38
Caretta,caretta,11.25,124.75,1112:114:2,0.38
Caretta,caretta,11.75,124.75,1112:114:4,0.38
Caretta,caretta,12.25,120.25,1112:120:1,0.37
Caretta,caretta,12.25,120.75,1112:120:2,0.31
Caretta,caretta,12.75,120.25,1112:120:3,0.36
Caretta,caretta,12.75,120.75,1112:120:4,0.37
Caretta,caretta,13.25,120.25,1112:130:1,0.36
Caretta,caretta,13.75,124.75,1112:134:4,0.38
Caretta,caretta,14.75,120.25,1112:140:3,0.38
Caretta,caretta,14.75,120.75,1112:140:4,0.35
Caretta,caretta,14.25,124.25,1112:144:1,0.39
Caretta,caretta,10.25,126.25,1112:206:1,0.36
Caretta,caretta,10.75,126.25,1112:206:3,0.36
Caretta,caretta,11.25,125.25,1112:215:1,0.39
Caretta,caretta,11.25,125.75,1112:215:2,0.39
Caretta,caretta,11.75,125.25,1112:215:3,0.38
Caretta,caretta,11.75,125.75,1112:215:4,0.37
Caretta,caretta,12.25,125.25,1112:225:1,0.38
Caretta,caretta,12.25,125.75,1112:225:2,0.37
Caretta,caretta,12.75,125.25,1112:225:3,0.38
Caretta,caretta,15.25,120.25,1112:350:1,0.37
Caretta,caretta,15.75,124.25,1112:354:3,0.20
Caretta,caretta,16.25,120.25,1112:360:1,0.36
Caretta,caretta,16.75,120.25,1112:360:3,0.38
Caretta,caretta,17.25,120.25,1112:370:1,0.38
Caretta,caretta,17.75,120.25,1112:370:3,0.38
Caretta,caretta,18.25,120.25,1112:380:1,0.37
Caretta,caretta,10.25,139.75,1113:209:2,0.35
Caretta,caretta,13.25,144.75,1114:134:2,0.37
Caretta,caretta,13.75,144.75,1114:134:4,0.38
Caretta,caretta,14.25,145.25,1114:245:1,0.38
Caretta,caretta,14.75,145.75,1114:245:4,0.38
Caretta,caretta,15.25,145.75,1114:455:2,0.39
Caretta,caretta,16.25,145.75,1114:465:2,0.39
Caretta,caretta,16.75,145.75,1114:465:4,0.31
Caretta,caretta,16.25,146.25,1114:466:1,0.32
Caretta,caretta,17.25,152.75,1115:372:2,0.32
Caretta,caretta,19.75,160.25,1116:390:3,0.39
Caretta,caretta,24.75,34.75,1203:144:4,0.22
Caretta,caretta,20.25,37.75,1203:207:2,0.31
Caretta,caretta,20.75,37.25,1203:207:3,0.38
Caretta,caretta,20.75,37.75,1203:207:4,0.31
Caretta,caretta,20.25,39.25,1203:209:1,0.29
Caretta,caretta,20.25,39.75,1203:209:2,0.28
Caretta,caretta,20.75,39.25,1203:209:3,0.35
Caretta,caretta,20.75,39.75,1203:209:4,0.28
Caretta,caretta,21.25,37.25,1203:217:1,0.35
Caretta,caretta,21.25,37.75,1203:217:2,0.30
Caretta,caretta,21.75,37.25,1203:217:3,0.33
Caretta,caretta,21.75,38.75,1203:218:4,0.33
Caretta,caretta,21.25,39.25,1203:219:1,0.32
Caretta,caretta,21.75,39.25,1203:219:3,0.32
Caretta,caretta,22.25,36.25,1203:226:1,0.24
Caretta,caretta,22.25,36.75,1203:226:2,0.36
Caretta,caretta,22.75,36.25,1203:226:3,0.39
Caretta,caretta,22.75,36.75,1203:226:4,0.33
Caretta,caretta,22.25,37.25,1203:227:1,0.32
Caretta,caretta,22.25,38.75,1203:228:2,0.37
Caretta,caretta,22.75,38.75,1203:228:4,0.35
Caretta,caretta,22.25,39.25,1203:229:1,0.33
Caretta,caretta,22.75,39.25,1203:229:3,0.34
Caretta,caretta,23.25,35.75,1203:235:2,0.33
Caretta,caretta,23.75,35.75,1203:235:4,0.32
Caretta,caretta,23.25,36.25,1203:236:1,0.31
Caretta,caretta,23.75,36.25,1203:236:3,0.30
Caretta,caretta,23.75,37.75,1203:237:4,0.30
Caretta,caretta,23.25,38.25,1203:238:1,0.29
Caretta,caretta,23.25,38.75,1203:238:2,0.34
Caretta,caretta,23.75,38.25,1203:238:3,0.30
Caretta,caretta,23.75,38.75,1203:238:4,0.36
Caretta,caretta,24.25,35.25,1203:245:1,0.32
Caretta,caretta,24.25,35.75,1203:245:2,0.32
Caretta,caretta,24.75,35.25,1203:245:3,0.31
Caretta,caretta,24.25,37.25,1203:247:1,0.31
Caretta,caretta,24.25,37.75,1203:247:2,0.31
Caretta,caretta,24.75,37.25,1203:247:3,0.31
Caretta,caretta,24.25,38.25,1203:248:1,0.35
Caretta,caretta,25.25,34.75,1203:354:2,0.30
Caretta,caretta,25.75,34.25,1203:354:3,0.32
Caretta,caretta,25.75,34.75,1203:354:4,0.30
Caretta,caretta,26.75,33.75,1203:363:4,0.28
Caretta,caretta,26.25,34.25,1203:364:1,0.30
Caretta,caretta,26.75,34.25,1203:364:3,0.29
Caretta,caretta,27.25,33.75,1203:373:2,0.27
Caretta,caretta,27.75,33.75,1203:373:4,0.25
Caretta,caretta,27.25,34.25,1203:374:1,0.28
Caretta,caretta,27.75,34.25,1203:374:3,0.27
Caretta,caretta,27.75,34.75,1203:374:4,0.27
Caretta,caretta,28.25,34.25,1203:384:1,0.25
Caretta,caretta,28.25,34.75,1203:384:2,0.29
Caretta,caretta,28.75,34.75,1203:384:4,0.32
Caretta,caretta,29.25,34.75,1203:394:2,0.33
Caretta,caretta,29.75,34.75,1203:394:4,0.36
Caretta,caretta,25.25,35.25,1203:455:1,0.30
Caretta,caretta,25.25,36.75,1203:456:2,0.32
Caretta,caretta,25.75,36.25,1203:456:3,0.31
Caretta,caretta,25.75,36.75,1203:456:4,0.33
Caretta,caretta,25.25,37.25,1203:457:1,0.34
Caretta,caretta,26.75,35.75,1203:465:4,0.29
Caretta,caretta,26.25,36.25,1203:466:1,0.34
Caretta,caretta,26.75,36.25,1203:466:3,0.32
Caretta,caretta,27.25,35.75,1203:475:2,0.28
Caretta,caretta,27.75,35.25,1203:475:3,0.26
Caretta,caretta,27.75,35.75,1203:475:4,0.32
Caretta,caretta,28.25,35.25,1203:485:1,0.31
Caretta,caretta,20.25,40.25,1204:100:1,0.24
Caretta,caretta,27.75,49.75,1204:479:4,0.32
Caretta,caretta,28.25,49.75,1204:489:2,0.24
Caretta,caretta,28.75,49.25,1204:489:3,0.30
Caretta,caretta,28.75,49.75,1204:489:4,0.22
Caretta,caretta,29.25,49.75,1204:499:2,0.32
Caretta,caretta,23.75,51.75,1205:131:4,0.29
Caretta,caretta,24.25,51.75,1205:141:2,0.37
Caretta,caretta,24.75,51.75,1205:141:4,0.31
Caretta,caretta,24.25,52.25,1205:142:1,0.33
Caretta,caretta,24.25,52.75,1205:142:2,0.24
Caretta,caretta,24.75,52.25,1205:142:3,0.25
Caretta,caretta,24.75,52.75,1205:142:4,0.21
Caretta,caretta,24.25,53.25,1205:143:1,0.20
Caretta,caretta,24.25,53.75,1205:143:2,0.21
Caretta,caretta,24.25,54.25,1205:144:1,0.22
Caretta,caretta,24.75,54.75,1205:144:4,0.20
Caretta,caretta,24.75,56.25,1205:246:3,0.35
Caretta,caretta,24.75,57.25,1205:247:3,0.30
Caretta,caretta,25.25,51.75,1205:351:2,0.29
Caretta,caretta,25.75,51.75,1205:351:4,0.30
Caretta,caretta,25.25,52.25,1205:352:1,0.25
Caretta,caretta,25.25,52.75,1205:352:2,0.22
Caretta,caretta,25.75,52.25,1205:352:3,0.26
Caretta,caretta,25.75,52.75,1205:352:4,0.24
Caretta,caretta,25.25,53.25,1205:353:1,0.21
Caretta,caretta,25.25,53.75,1205:353:2,0.20
Caretta,caretta,25.75,53.25,1205:353:3,0.23
Caretta,caretta,25.75,53.75,1205:353:4,0.22
Caretta,caretta,25.75,54.25,1205:354:3,0.21
Caretta,caretta,26.75,50.75,1205:360:4,0.36
Caretta,caretta,26.25,51.25,1205:361:1,0.36
Caretta,caretta,26.25,51.75,1205:361:2,0.28
Caretta,caretta,26.75,51.25,1205:361:3,0.28
Caretta,caretta,26.75,51.75,1205:361:4,0.25
Caretta,caretta,26.25,52.25,1205:362:1,0.25
Caretta,caretta,26.25,52.75,1205:362:2,0.25
Caretta,caretta,26.75,52.25,1205:362:3,0.25
Caretta,caretta,26.75,52.75,1205:362:4,0.26
Caretta,caretta,26.25,53.25,1205:363:1,0.24
Caretta,caretta,26.25,53.75,1205:363:2,0.26
Caretta,caretta,26.75,53.25,1205:363:3,0.29
Caretta,caretta,26.75,53.75,1205:363:4,0.34
Caretta,caretta,26.25,54.25,1205:364:1,0.28
Caretta,caretta,26.25,54.75,1205:364:2,0.32
Caretta,caretta,26.75,54.25,1205:364:3,0.38
Caretta,caretta,27.25,50.25,1205:370:1,0.33
Caretta,caretta,27.25,50.75,1205:370:2,0.28
Caretta,caretta,27.75,50.25,1205:370:3,0.24
Caretta,caretta,27.75,50.75,1205:370:4,0.23
Caretta,caretta,27.25,51.25,1205:371:1,0.25
Caretta,caretta,27.25,51.75,1205:371:2,0.25
Caretta,caretta,27.75,51.25,1205:371:3,0.24
Caretta,caretta,27.75,51.75,1205:371:4,0.22
Caretta,caretta,27.25,52.25,1205:372:1,0.24
Caretta,caretta,27.25,52.75,1205:372:2,0.26
Caretta,caretta,27.75,52.25,1205:372:3,0.28
Caretta,caretta,27.75,52.75,1205:372:4,0.32
Caretta,caretta,27.25,53.25,1205:373:1,0.31
Caretta,caretta,28.25,50.25,1205:380:1,0.23
Caretta,caretta,28.25,50.75,1205:380:2,0.23
Caretta,caretta,28.75,50.25,1205:380:3,0.22
Caretta,caretta,28.75,50.75,1205:380:4,0.21
Caretta,caretta,28.25,51.25,1205:381:1,0.23
Caretta,caretta,28.75,51.25,1205:381:3,0.34
Caretta,caretta,29.25,50.25,1205:390:1,0.26
Caretta,caretta,25.25,55.25,1205:455:1,0.20
Caretta,caretta,25.25,56.25,1205:456:1,0.34
Caretta,caretta,25.25,56.75,1205:456:2,0.37
Caretta,caretta,26.25,55.25,1205:465:1,0.35
Caretta,caretta,26.25,55.75,1205:465:2,0.34
Caretta,caretta,24.75,63.75,1206:143:4,0.38
Caretta,caretta,20.25,69.25,1206:209:1,0.27
Caretta,caretta,21.25,68.25,1206:218:1,0.37
Caretta,caretta,23.75,66.25,1206:236:3,0.38
Caretta,caretta,20.25,86.75,1208:206:2,0.39
Caretta,caretta,20.25,87.25,1208:207:1,0.26
Caretta,caretta,20.25,87.75,1208:207:2,0.33
Caretta,caretta,20.75,87.25,1208:207:3,0.39
Caretta,caretta,20.25,89.75,1208:209:2,0.31
Caretta,caretta,20.75,89.25,1208:209:3,0.32
Caretta,caretta,21.25,86.75,1208:216:2,0.36
Caretta,caretta,21.25,87.25,1208:217:1,0.38
Caretta,caretta,21.25,87.75,1208:217:2,0.36
Caretta,caretta,21.75,87.25,1208:217:3,0.30
Caretta,caretta,21.75,87.75,1208:217:4,0.31
Caretta,caretta,21.25,88.25,1208:218:1,0.34
Caretta,caretta,21.25,88.75,1208:218:2,0.34
Caretta,caretta,21.75,88.25,1208:218:3,0.33
Caretta,caretta,21.75,88.75,1208:218:4,0.34
Caretta,caretta,21.25,89.25,1208:219:1,0.33
Caretta,caretta,21.25,89.75,1208:219:2,0.28
Caretta,caretta,21.75,89.25,1208:219:3,0.32
Caretta,caretta,21.75,89.75,1208:219:4,0.28
Caretta,caretta,20.25,90.25,1209:100:1,0.28
Caretta,caretta,20.25,90.75,1209:100:2,0.38
Caretta,caretta,20.75,90.75,1209:100:4,0.39
Caretta,caretta,20.75,91.25,1209:101:3,0.38
Caretta,caretta,20.75,91.75,1209:101:4,0.36
Caretta,caretta,20.25,92.75,1209:102:2,0.39
Caretta,caretta,20.75,92.25,1209:102:3,0.36
Caretta,caretta,20.75,92.75,1209:102:4,0.26
Caretta,caretta,20.25,93.25,1209:103:1,0.27
Caretta,caretta,21.25,90.75,1209:110:2,0.31
Caretta,caretta,21.25,91.25,1209:111:1,0.32
Caretta,caretta,21.25,91.75,1209:111:2,0.29
Caretta,caretta,21.25,92.25,1209:112:1,0.20
Caretta,caretta,20.25,108.25,1210:208:1,0.34
Caretta,caretta,20.25,108.75,1210:208:2,0.32
Caretta,caretta,21.75,111.25,1211:111:3,0.39
Caretta,caretta,22.25,113.75,1211:123:2,0.34
Caretta,caretta,20.25,115.25,1211:205:1,0.31
Caretta,caretta,20.75,115.25,1211:205:3,0.38
Caretta,caretta,20.75,115.75,1211:205:4,0.20
Caretta,caretta,21.25,116.75,1211:216:2,0.22
Caretta,caretta,21.75,117.75,1211:217:4,0.33
Caretta,caretta,22.25,119.25,1211:229:1,0.38
Caretta,caretta,21.75,121.75,1212:111:4,0.22
Caretta,caretta,24.25,124.75,1212:144:2,0.32
Caretta,caretta,25.75,124.25,1212:354:3,0.32
Caretta,caretta,26.25,124.75,1212:364:2,0.34
Caretta,caretta,25.75,125.75,1212:455:4,0.33
Caretta,caretta,25.75,126.25,1212:456:3,0.22
Caretta,caretta,26.25,125.25,1212:465:1,0.39
Caretta,caretta,26.75,125.75,1212:465:4,0.31
Caretta,caretta,26.75,128.75,1212:468:4,0.30
Caretta,caretta,27.25,126.25,1212:476:1,0.24
Caretta,caretta,29.75,128.75,1212:498:4,0.35
Caretta,caretta,29.75,130.25,1213:390:3,0.29
Caretta,caretta,23.25,141.75,1214:131:2,0.37
Caretta,caretta,20.25,145.25,1214:205:1,0.26
Caretta,caretta,38.75,0.75,1300:380:4,0.22
Caretta,caretta,39.25,3.75,1300:393:2,0.35
Caretta,caretta,34.25,13.75,1301:143:2,0.22
Caretta,caretta,34.75,13.75,1301:143:4,0.21
Caretta,caretta,34.25,14.75,1301:144:2,0.26
Caretta,caretta,32.75,15.25,1301:225:3,0.37
Caretta,caretta,32.25,16.25,1301:226:1,0.22
Caretta,caretta,35.25,13.75,1301:353:2,0.31
Caretta,caretta,35.75,13.25,1301:353:3,0.36
Caretta,caretta,36.25,11.75,1301:361:2,0.34
Caretta,caretta,37.75,11.25,1301:371:3,0.28
Caretta,caretta,39.75,17.75,1301:497:4,0.34
Caretta,caretta,31.75,20.25,1302:110:3,0.30
Caretta,caretta,32.75,22.75,1302:122:4,0.39
Caretta,caretta,32.25,23.25,1302:123:1,0.37
Caretta,caretta,32.25,23.75,1302:123:2,0.37
Caretta,caretta,32.75,23.25,1302:123:3,0.38
Caretta,caretta,32.25,24.25,1302:124:1,0.35
Caretta,caretta,32.25,24.75,1302:124:2,0.34
Caretta,caretta,34.75,24.25,1302:144:3,0.32
Caretta,caretta,34.75,24.75,1302:144:4,0.30
Caretta,caretta,30.75,28.75,1302:208:4,0.37
Caretta,caretta,30.75,29.25,1302:209:3,0.32
Caretta,caretta,31.75,25.25,1302:215:3,0.32
Caretta,caretta,31.75,25.75,1302:215:4,0.31
Caretta,caretta,31.25,26.75,1302:216:2,0.39
Caretta,caretta,31.75,26.25,1302:216:3,0.29
Caretta,caretta,31.75,26.75,1302:216:4,0.29
Caretta,caretta,31.75,27.25,1302:217:3,0.23
Caretta,caretta,31.25,28.75,1302:218:2,0.36
Caretta,caretta,31.25,29.25,1302:219:1,0.38
Caretta,caretta,32.25,25.25,1302:225:1,0.32
Caretta,caretta,34.75,25.25,1302:245:3,0.29
Caretta,caretta,34.75,25.75,1302:245:4,0.21
Caretta,caretta,34.75,26.25,1302:246:3,0.30
Caretta,caretta,35.25,23.75,1302:353:2,0.37
Caretta,caretta,35.25,24.25,1302:354:1,0.36
Caretta,caretta,35.25,24.75,1302:354:2,0.37
Caretta,caretta,35.25,25.25,1302:455:1,0.36
Caretta,caretta,35.25,25.75,1302:455:2,0.35
Caretta,caretta,35.25,26.25,1302:456:1,0.33
Caretta,caretta,35.25,26.75,1302:456:2,0.28
Caretta,caretta,35.75,26.25,1302:456:3,0.33
Caretta,caretta,35.75,26.75,1302:456:4,0.21
Caretta,caretta,35.25,27.25,1302:457:1,0.26
Caretta,caretta,35.75,27.25,1302:457:3,0.25
Caretta,caretta,35.75,27.75,1302:457:4,0.23
Caretta,caretta,36.25,25.75,1302:465:2,0.36
Caretta,caretta,36.75,25.75,1302:465:4,0.37
Caretta,caretta,36.25,26.25,1302:466:1,0.32
Caretta,caretta,36.25,26.75,1302:466:2,0.28
Caretta,caretta,36.75,26.25,1302:466:3,0.30
Caretta,caretta,36.75,26.75,1302:466:4,0.26
Caretta,caretta,36.25,27.25,1302:467:1,0.25
Caretta,caretta,36.25,27.75,1302:467:2,0.23
Caretta,caretta,36.75,27.25,1302:467:3,0.23
Caretta,caretta,36.75,27.75,1302:467:4,0.22
Caretta,caretta,36.25,28.25,1302:468:1,0.22
Caretta,caretta,36.75,28.25,1302:468:3,0.22
Caretta,caretta,36.75,28.75,1302:468:4,0.22
Caretta,caretta,36.25,29.25,1302:469:1,0.22
Caretta,caretta,36.25,29.75,1302:469:2,0.22
Caretta,caretta,36.75,29.25,1302:469:3,0.35
Caretta,caretta,37.25,25.75,1302:475:2,0.39
Caretta,caretta,37.25,26.25,1302:476:1,0.30
Caretta,caretta,37.25,26.75,1302:476:2,0.26
Caretta,caretta,37.75,26.25,1302:476:3,0.35
Caretta,caretta,37.75,26.75,1302:476:4,0.33
Caretta,caretta,37.25,27.25,1302:477:1,0.26
Caretta,caretta,37.25,27.75,1302:477:2,0.34
Caretta,caretta,38.25,26.75,1302:486:2,0.38
Caretta,caretta,31.25,30.75,1303:110:2,0.37
Caretta,caretta,31.25,31.75,1303:111:2,0.35
Caretta,caretta,31.75,32.75,1303:112:4,0.35
Caretta,caretta,31.75,33.25,1303:113:3,0.31
Caretta,caretta,31.75,33.75,1303:113:4,0.21
Caretta,caretta,32.25,30.75,1303:120:2,0.25
Caretta,caretta,32.75,34.75,1303:124:4,0.36
Caretta,caretta,34.75,32.25,1303:142:3,0.22
Caretta,caretta,34.75,32.75,1303:142:4,0.22
Caretta,caretta,34.75,33.25,1303:143:3,0.23
Caretta,caretta,34.75,33.75,1303:143:4,0.22
Caretta,caretta,34.75,34.25,1303:144:3,0.23
Caretta,caretta,32.75,35.25,1303:225:3,0.37
Caretta,caretta,33.25,35.25,1303:235:1,0.34
Caretta,caretta,33.75,35.25,1303:235:3,0.29
Caretta,caretta,33.75,35.75,1303:235:4,0.35
Caretta,caretta,34.25,35.75,1303:245:2,0.31
Caretta,caretta,34.75,35.75,1303:245:4,0.25
Caretta,caretta,35.25,32.25,1303:352:1,0.21
Caretta,caretta,35.25,32.75,1303:352:2,0.21
Caretta,caretta,35.25,33.25,1303:353:1,0.22
Caretta,caretta,35.25,33.75,1303:353:2,0.22
Caretta,caretta,35.25,34.25,1303:354:1,0.22
Caretta,caretta,35.75,34.25,1303:354:3,0.23
Caretta,caretta,35.75,34.75,1303:354:4,0.23
Caretta,caretta,36.25,30.25,1303:360:1,0.22
Caretta,caretta,36.25,30.75,1303:360:2,0.22
Caretta,caretta,36.75,30.75,1303:360:4,0.23
Caretta,caretta,36.75,31.25,1303:361:3,0.22
Caretta,caretta,36.25,32.25,1303:362:1,0.22
Caretta,caretta,36.25,32.75,1303:362:2,0.25
Caretta,caretta,36.25,33.25,1303:363:1,0.25
Caretta,caretta,36.25,33.75,1303:363:2,0.23
Caretta,caretta,36.25,34.25,1303:364:1,0.23
Caretta,caretta,36.75,34.75,1303:364:4,0.25
Caretta,caretta,35.25,35.75,1303:455:2,0.25
Caretta,caretta,35.75,35.75,1303:455:4,0.26
Caretta,caretta,36.25,35.25,1303:465:1,0.24
Caretta,caretta,36.25,35.75,1303:465:2,0.29
Caretta,caretta,36.75,35.25,1303:465:3,0.30
Caretta,caretta,36.75,35.75,1303:465:4,0.29
Caretta,caretta,37.25,119.25,1311:479:1,0.39
Caretta,caretta,37.25,119.75,1311:479:2,0.39
Caretta,caretta,37.75,119.25,1311:479:3,0.39
Caretta,caretta,37.75,119.75,1311:479:4,0.39
Caretta,caretta,38.25,117.75,1311:487:2,0.32
Caretta,caretta,38.75,117.75,1311:487:4,0.29
Caretta,caretta,38.25,118.25,1311:488:1,0.26
Caretta,caretta,38.25,118.75,1311:488:2,0.31
Caretta,caretta,38.75,118.25,1311:488:3,0.35
Caretta,caretta,38.75,118.75,1311:488:4,0.37
Caretta,caretta,38.25,119.25,1311:489:1,0.37
Caretta,caretta,38.25,119.75,1311:489:2,0.37
